prompt;label;source
"Assume the role of a senior AI ethics researcher. Your task is to create a comprehensive framework for ensuring ethical AI development and deployment within a large technology company. The framework should include: (1) Principles and values, such as fairness, transparency, accountability, privacy, and human-centered design; (2) Governance structures, including an AI ethics board, cross-functional review committees, and roles/responsibilities for ethical oversight; (3) Risk assessment methodologies, such as algorithmic impact assessments, bias audits, and red teaming exercises; (4) Development guidelines, including data collection and labeling practices, model training and evaluation, and explainability techniques; (5) Deployment safeguards, such as monitoring for drift, fallback mechanisms, and user feedback loops; (6) Compliance and regulatory considerations, including alignment with GDPR, CCPA, and emerging AI regulations; (7) Education and training programs for employees, including workshops, case studies, and ethical decision-making frameworks; (8) External engagement strategies, such as partnerships with academia, civil society, and industry consortia. Provide a roadmap for implementation and a template for documenting ethical considerations in AI projects.;good;AI";good;AI
"Take on the persona of a veteran game designer with experience in AAA and indie game development. Your task is to design a comprehensive game design document (GDD) for an open-world, narrative-driven RPG with a unique twist on player agency. The GDD should include: (1) Core game concept, including setting, genre, and unique selling points; (2) Story and narrative design, including branching dialogue, moral choices, and dynamic world events; (3) Gameplay mechanics, such as combat, exploration, crafting, and skill progression systems; (4) World design, including map layout, biomes, NPC schedules, and environmental storytelling; (5) Character design, including player customization, companion systems, and NPC interactions; (6) Art and audio direction, including visual style, sound design, and musical score; (7) Technical design, including engine choice, performance optimization, and platform-specific considerations; (8) Monetization and business model, including pricing, DLC strategies, and post-launch support. Provide a prototype plan, including key milestones, resource allocation, and risk management strategies.;good;AI";good;AI
"Act as a senior supply chain manager at a global retail corporation. Your task is to design a resilient and sustainable supply chain strategy to mitigate risks such as geopolitical tensions, climate change, and pandemics. The strategy should include: (1) Risk assessment, including identification of critical suppliers, single points of failure, and vulnerability mapping; (2) Diversification strategies, such as multi-sourcing, nearshoring, and regional hubs; (3) Technology adoption, including blockchain for traceability, AI for demand forecasting, and IoT for real-time monitoring; (4) Sustainability initiatives, such as carbon footprint reduction, ethical sourcing, and circular economy practices; (5) Collaboration with suppliers, including capacity building, long-term contracts, and shared risk management; (6) Inventory optimization, including just-in-time (JIT) vs. just-in-case (JIC) trade-offs and safety stock calculations; (7) Crisis response plan, including contingency protocols, alternative logistics routes, and communication strategies. Provide a cost-benefit analysis and a phased implementation roadmap.;good;AI";good;AI
"Assume the role of a leading educational psychologist and curriculum designer. Your task is to create a comprehensive K-12 STEM education reform plan to prepare students for the future workforce. The plan should include: (1) An analysis of current STEM education gaps, including student engagement, teacher preparedness, and equity issues; (2) Curriculum redesign, including project-based learning, interdisciplinary approaches, and real-world problem-solving; (3) Teacher training and professional development programs, including workshops, mentorship, and certification pathways; (4) Technology integration, such as coding, robotics, and virtual labs, with a focus on accessibility; (5) Partnerships with industry, universities, and nonprofits to provide internships, guest lectures, and extracurricular programs; (6) Assessment reforms, including competency-based evaluation, portfolios, and standardized test alternatives; (7) Equity and inclusion strategies, such as targeted outreach, culturally responsive teaching, and support for underrepresented groups; (8) Parent and community engagement, including awareness campaigns, family STEM nights, and volunteer opportunities. Provide a budget estimate and a timeline for scaling the reform.;good;AI";good;AI
"Take on the persona of a senior marketing strategist at a global consumer goods company. Your task is to design a comprehensive omnichannel marketing campaign to launch a new sustainable product line. The campaign should include: (1) Market research, including target audience segmentation, consumer trends, and competitive analysis; (2) Brand positioning and messaging, including unique value propositions, storytelling, and emotional appeals; (3) Digital marketing strategies, such as SEO, content marketing, social media, influencer partnerships, and paid advertising; (4) Offline marketing strategies, including experiential events, retail partnerships, and traditional media (TV, print, radio); (5) Customer journey mapping, including touchpoints, pain points, and conversion optimization; (6) Loyalty and retention programs, such as subscription models, referral incentives, and post-purchase engagement; (7) Sustainability storytelling, including transparency about sourcing, manufacturing, and environmental impact; (8) Metrics and KPIs to measure success, such as brand awareness, customer acquisition cost (CAC), and return on ad spend (ROAS). Provide a budget allocation and a timeline for the campaign.;good;AI";good;AI
"Act as a chief human resources officer (CHRO) at a multinational corporation. Your task is to design a comprehensive diversity, equity, and inclusion (DEI) strategy to foster a more inclusive workplace culture. The strategy should include: (1) A diagnostic assessment of the current state of DEI, including employee surveys, demographic data, and pay equity analysis; (2) Leadership commitment and accountability, including executive sponsorship, DEI goals tied to performance metrics, and inclusive leadership training; (3) Recruitment and hiring practices, such as blind resume screening, diverse candidate slates, and partnerships with minority-serving organizations; (4) Employee development and retention, including mentorship programs, sponsorship initiatives, and career pathing for underrepresented groups; (5) Workplace culture initiatives, such as employee resource groups (ERGs), unconscious bias training, and inclusive meeting practices; (6) Policies and benefits, including flexible work arrangements, parental leave, and accommodations for disabilities; (7) External engagement, such as supplier diversity programs, community partnerships, and public DEI commitments; (8) Measurement and reporting, including DEI dashboards, progress tracking, and transparency with stakeholders. Provide a phased implementation plan and a change management strategy.;good;AI";good;AI
"Assume the role of a senior aerospace engineer leading a team developing a next-generation electric vertical takeoff and landing (eVTOL) aircraft. Your task is to create a comprehensive technical and business plan for the project. The plan should include: (1) Market analysis, including target use cases (e.g., urban air mobility, cargo delivery, emergency services), competitive landscape, and regulatory environment; (2) Aircraft design, including aerodynamics, propulsion systems, battery technology, and autonomous flight capabilities; (3) Safety and certification, including redundancy systems, fail-safe mechanisms, and compliance with aviation authorities (e.g., FAA, EASA); (4) Infrastructure requirements, such as vertiports, charging stations, and air traffic management systems; (5) Manufacturing and supply chain, including materials sourcing, production scalability, and cost optimization; (6) Business model, including pricing strategies, revenue streams (e.g., ride-sharing, leasing, or direct sales), and partnerships; (7) Environmental impact assessment, including noise pollution, carbon footprint, and sustainability initiatives; (8) Risk management, including technical, financial, and regulatory risks, with mitigation strategies. Provide a timeline, budget estimate, and key performance indicators (KPIs) for success.;good;AI";good;AI
"Take on the persona of a senior public health official tasked with designing a comprehensive pandemic preparedness plan for a large metropolitan area. The plan should include: (1) Surveillance and early detection, including syndromic surveillance, wastewater monitoring, and AI-driven outbreak prediction; (2) Healthcare system preparedness, including surge capacity planning, stockpiling of PPE and medical supplies, and telemedicine integration; (3) Vaccine and therapeutic development, including partnerships with pharmaceutical companies, clinical trial networks, and distribution logistics; (4) Non-pharmaceutical interventions (NPIs), such as mask mandates, social distancing guidelines, and school/workplace closures; (5) Communication strategies, including risk communication, misinformation countermeasures, and community engagement; (6) Equity considerations, including targeted outreach to vulnerable populations, language access, and culturally competent care; (7) Economic and social support, including unemployment benefits, food security programs, and mental health services; (8) Recovery and resilience, including post-pandemic recovery plans, long-term health monitoring, and lessons learned. Provide a budget estimate and a simulation exercise to test the plan's effectiveness.;good;AI";good;AI
"Act as a senior renewable energy consultant. Your task is to design a comprehensive plan for a country to transition to 100% renewable energy by 2050. The plan should include: (1) Current energy landscape assessment, including fossil fuel dependence, renewable energy potential, and grid infrastructure; (2) Sector-specific strategies, including electricity generation (solar, wind, hydro, geothermal), transportation (EVs, hydrogen, biofuels), and heating/cooling (heat pumps, district heating); (3) Grid modernization, including smart grids, energy storage (batteries, pumped hydro, thermal), and demand response systems; (4) Policy and regulatory frameworks, including carbon pricing, renewable energy mandates, and incentives for private investment; (5) Economic and job creation strategies, including workforce retraining, local manufacturing, and just transition programs for fossil fuel workers; (6) International cooperation, including cross-border energy trade, technology transfer, and climate finance; (7) Public engagement and education, including awareness campaigns, community energy projects, and behavioral change initiatives; (8) Monitoring and evaluation, including KPIs, progress tracking, and adaptive management. Provide a phased implementation roadmap and a cost-benefit analysis.;good;AI";good;AI
"Assume the role of a senior AI researcher specializing in natural language processing (NLP). Your task is to design a comprehensive plan for developing a multilingual, culturally aware AI chatbot for customer service in a global enterprise. The plan should include: (1) Requirements gathering, including target languages, cultural nuances, and industry-specific terminology; (2) Data collection and annotation, including multilingual datasets, domain-specific corpora, and ethical sourcing practices; (3) Model development, including architecture choices (e.g., transformer-based models), fine-tuning strategies, and bias mitigation techniques; (4) Cultural adaptation, including localization of responses, tone and formality adjustments, and handling of cultural taboos; (5) Integration with existing systems, such as CRM platforms, knowledge bases, and live agent handoff protocols; (6) Evaluation and testing, including automated metrics (e.g., BLEU, ROUGE), human evaluation, and A/B testing; (7) Deployment and scaling, including cloud vs. on-premise considerations, latency optimization, and multi-region hosting; (8) Continuous improvement, including feedback loops, model retraining, and performance monitoring. Provide a timeline, resource allocation, and risk assessment.;good;AI";good;AI
"Take on the persona of a senior urban mobility planner. Your task is to design a comprehensive smart city transportation plan to reduce congestion, improve air quality, and enhance accessibility. The plan should include: (1) Current mobility assessment, including traffic patterns, public transit usage, and active transportation (walking, biking) infrastructure; (2) Public transit expansion, including bus rapid transit (BRT), light rail, and on-demand microtransit; (3) Active transportation infrastructure, such as bike lanes, pedestrian zones, and bike-sharing programs; (4) Intelligent transportation systems (ITS), including traffic signal optimization, real-time navigation, and congestion pricing; (5) Electric vehicle (EV) adoption, including charging infrastructure, incentives, and fleet electrification; (6) Mobility-as-a-Service (MaaS) platforms, integrating public transit, ride-sharing, bike-sharing, and car-sharing into a single app; (7) Freight and logistics optimization, including off-peak delivery, consolidation centers, and last-mile solutions; (8) Equity and accessibility, including affordable fares, paratransit services, and universal design principles. Provide a phased implementation plan, budget estimate, and KPIs for success.;good;AI";good;AI
"Act as a senior agricultural scientist and policy advisor. Your task is to design a comprehensive plan to transform a country's agricultural sector to be more sustainable, resilient, and productive. The plan should include: (1) Current agricultural assessment, including land use, water consumption, soil health, and climate vulnerabilities; (2) Sustainable farming practices, such as regenerative agriculture, agroforestry, precision farming, and integrated pest management; (3) Water management, including drip irrigation, rainwater harvesting, and drought-resistant crops; (4) Technology adoption, such as IoT sensors, drones, AI for crop monitoring, and blockchain for supply chain transparency; (5) Policy and financial incentives, including subsidies for sustainable practices, carbon credits, and access to credit for smallholder farmers; (6) Market access and value chains, including cooperatives, direct-to-consumer models, and export strategies; (7) Climate resilience, including crop diversification, early warning systems, and disaster preparedness; (8) Social and economic equity, including land tenure reforms, gender inclusion, and support for rural communities. Provide a phased implementation roadmap and a monitoring framework.;good;AI";good;AI
"Assume the role of a senior blockchain developer and entrepreneur. Your task is to design a comprehensive plan for launching a decentralized autonomous organization (DAO) to govern a community-driven investment fund. The plan should include: (1) DAO structure and governance, including tokenomics, voting mechanisms, and proposal processes; (2) Smart contract development, including security audits, upgradeability, and gas optimization; (3) Fund management, including investment strategies, risk assessment, and diversification; (4) Community engagement, including onboarding, education, and incentive structures; (5) Legal and regulatory compliance, including jurisdictional considerations, KYC/AML procedures, and tax implications; (6) Technology stack, including blockchain choice (e.g., Ethereum, Solana), oracles, and front-end interfaces; (7) Security and risk management, including multisig wallets, insurance, and emergency protocols; (8) Growth and scaling, including partnerships, marketing, and expansion strategies. Provide a whitepaper template, a tokenomics model, and a roadmap for launch.;good;AI";good;AI
"Take on the persona of a senior disaster risk reduction (DRR) specialist. Your task is to design a comprehensive plan to enhance a country's resilience to natural disasters, such as earthquakes, floods, and hurricanes. The plan should include: (1) Risk assessment, including hazard mapping, vulnerability analysis, and historical disaster data; (2) Early warning systems, including sensor networks, AI-driven prediction models, and multi-channel alert dissemination; (3) Infrastructure resilience, including building codes, retrofitting, and critical infrastructure protection; (4) Community preparedness, including education campaigns, evacuation planning, and first aid training; (5) Emergency response coordination, including incident command systems, inter-agency collaboration, and resource mobilization; (6) Recovery and reconstruction, including temporary housing, livelihood restoration, and psychological support; (7) Climate change adaptation, including nature-based solutions, ecosystem restoration, and long-term planning; (8) Policy and institutional frameworks, including national DRR strategies, legal reforms, and international cooperation. Provide a budget estimate and a simulation exercise to test the plan.;good;AI";good;AI
"Act as a senior digital transformation consultant. Your task is to design a comprehensive plan to modernize a traditional brick-and-mortar retail chain into a data-driven, omnichannel business. The plan should include: (1) Current state assessment, including customer journey mapping, technology stack, and organizational capabilities; (2) Customer experience transformation, including personalized recommendations, seamless omnichannel integration, and loyalty programs; (3) Data and analytics, including customer data platforms (CDPs), predictive analytics, and real-time inventory management; (4) Technology modernization, including cloud migration, API integrations, and AI/ML adoption; (5) Supply chain optimization, including demand forecasting, automated replenishment, and last-mile delivery solutions; (6) Organizational change management, including upskilling employees, agile methodologies, and cross-functional collaboration; (7) Cybersecurity and compliance, including data privacy, PCI DSS, and fraud prevention; (8) Performance metrics and KPIs, including customer lifetime value (CLV), conversion rates, and operational efficiency. Provide a phased implementation roadmap and a business case for stakeholders.;good;AI";good;AI
"Assume the role of a senior space systems engineer. Your task is to design a comprehensive plan for establishing a permanent human settlement on Mars. The plan should include: (1) Mission architecture, including launch windows, transit trajectories, and landing site selection; (2) Habitat design, including life support systems, radiation shielding, and modular construction; (3) Resource utilization, including in-situ resource utilization (ISRU) for water, oxygen, and fuel production; (4) Energy systems, including solar arrays, nuclear power, and energy storage; (5) Food production, including hydroponics, aeroponics, and lab-grown meat; (6) Health and medical systems, including telemedicine, emergency protocols, and psychological support; (7) Transportation and mobility, including rovers, drones, and surface infrastructure; (8) Governance and social structures, including legal frameworks, economic systems, and community organization. Provide a timeline, budget estimate, and risk assessment.;good;AI";good;AI
"Take on the persona of a senior biotech researcher. Your task is to design a comprehensive plan for developing a gene therapy to treat a rare genetic disorder. The plan should include: (1) Disease analysis, including genetic mutations, pathophysiology, and current treatment landscape; (2) Preclinical research, including vector selection (e.g., AAV, lentivirus), in vitro and in vivo studies, and safety assessments; (3) Clinical trial design, including phase I (safety), phase II (efficacy), and phase III (large-scale) protocols; (4) Manufacturing and scalability, including GMP facilities, quality control, and supply chain logistics; (5) Regulatory strategy, including interactions with the FDA/EMA, orphan drug designation, and accelerated approval pathways; (6) Ethical considerations, including informed consent, patient advocacy, and equitable access; (7) Commercialization, including pricing strategies, reimbursement models, and market access; (8) Post-market surveillance, including long-term follow-up, adverse event reporting, and real-world evidence collection. Provide a timeline, budget estimate, and risk mitigation strategies.;good;AI";good;AI
"Act as a senior financial inclusion specialist. Your task is to design a comprehensive plan to expand access to financial services for unbanked and underbanked populations in a developing country. The plan should include: (1) Current state assessment, including financial exclusion drivers, existing infrastructure, and regulatory environment; (2) Digital financial services, including mobile money, agent banking, and USSD-based solutions; (3) Product innovation, including microloans, savings accounts, insurance, and remittance services tailored to low-income users; (4) Technology infrastructure, including interoperability, cybersecurity, and offline capabilities; (5) Partnerships, including collaborations with telecom providers, fintech startups, and government agencies; (6) Financial literacy and consumer protection, including education campaigns, transparent pricing, and grievance redressal mechanisms; (7) Policy and regulatory reforms, including KYC relaxation, tiered licensing, and sandbox environments for innovation; (8) Impact measurement, including financial inclusion metrics, poverty alleviation indicators, and gender equity outcomes. Provide a phased implementation roadmap and a funding strategy.;good;AI";good;AI
"Assume the role of a senior oceanographer and conservationist. Your task is to design a comprehensive plan to combat plastic pollution in the world's oceans. The plan should include: (1) Problem analysis, including sources of plastic pollution, ocean currents, and ecological impacts; (2) Prevention strategies, including policy bans on single-use plastics, extended producer responsibility (EPR), and circular economy initiatives; (3) Cleanup technologies, including river interception systems, ocean cleanup vessels, and autonomous drones; (4) Waste management infrastructure, including recycling facilities, waste-to-energy plants, and landfill alternatives; (5) Public awareness and behavior change, including education campaigns, corporate partnerships, and citizen science initiatives; (6) Scientific research, including microplastic monitoring, toxicity studies, and ecosystem restoration; (7) International cooperation, including global treaties, funding mechanisms, and technology transfer; (8) Economic incentives, including plastic credits, green financing, and job creation in the recycling sector. Provide a timeline, budget estimate, and KPIs for success.;good;AI";good;AI
"Take on the persona of a senior AI ethics and governance expert. Your task is to design a comprehensive framework for regulating AI systems to ensure they align with human values and societal norms. The framework should include: (1) Risk assessment, including classification of AI systems by risk level (e.g., low, medium, high) and sector-specific considerations; (2) Ethical principles, including fairness, transparency, accountability, privacy, and human oversight; (3) Regulatory mechanisms, including pre-market approval, post-market monitoring, and enforcement actions; (4) Standards and certification, including technical standards, auditing protocols, and third-party certification bodies; (5) Liability and accountability, including legal frameworks for assigning responsibility in cases of harm; (6) Public participation, including stakeholder engagement, public consultations, and transparency in decision-making; (7) International alignment, including harmonization of regulations, cross-border data flows, and global governance bodies; (8) Adaptive governance, including mechanisms for updating regulations as AI technology evolves. Provide a policy proposal template and a roadmap for implementation.;good;AI";good;AI
"Act as a senior crisis communications expert. Your task is to design a comprehensive plan for a multinational corporation to manage a reputational crisis following a major product recall. The plan should include: (1) Crisis assessment, including stakeholder mapping, media analysis, and potential impact on brand reputation; (2) Immediate response, including holding statements, spokesperson identification, and media monitoring; (3) Internal communications, including employee briefings, Q&A sessions, and leadership messaging; (4) External communications, including press releases, social media updates, and customer notifications; (5) Stakeholder engagement, including outreach to regulators, investors, customers, and partners; (6) Corrective actions, including product fixes, compensation programs, and process improvements; (7) Long-term reputation repair, including CSR initiatives, thought leadership, and transparency reports; (8) Post-crisis evaluation, including lessons learned, KPIs for reputation recovery, and updates to the crisis plan. Provide a crisis communications playbook and a media training guide for executives.;good;AI";good;AI
"Assume the role of a senior quantum computing researcher. Your task is to design a comprehensive roadmap for developing a fault-tolerant, scalable quantum computer. The roadmap should include: (1) Current state of quantum computing, including hardware platforms (e.g., superconducting, trapped ions, topological), error rates, and qubit counts; (2) Short-term milestones (1-3 years), including improving qubit coherence times, error correction codes, and hybrid quantum-classical algorithms; (3) Medium-term milestones (3-7 years), including logical qubit demonstration, quantum supremacy in specific applications, and cloud-based quantum computing; (4) Long-term milestones (7-15 years), including fault-tolerant quantum computing, large-scale quantum simulations, and quantum internet; (5) Hardware development, including materials science, fabrication techniques, and cooling systems; (6) Software and algorithms, including quantum programming languages, compilers, and application-specific algorithms; (7) Ecosystem development, including partnerships with academia, industry, and government, as well as workforce training; (8) Ethical and security considerations, including post-quantum cryptography, quantum hacking risks, and dual-use applications. Provide a budget estimate and a risk management plan.;good;AI";good;AI
"Take on the persona of a senior gerontologist and aging policy expert. Your task is to design a comprehensive national strategy to address the challenges and opportunities of an aging population. The strategy should include: (1) Demographic analysis, including population projections, dependency ratios, and regional disparities; (2) Healthcare systems, including age-friendly hospitals, geriatric care models, and telemedicine for seniors; (3) Long-term care, including home care, assisted living, and nursing home reforms; (4) Workforce and retirement, including flexible retirement options, lifelong learning, and age discrimination protections; (5) Social inclusion, including intergenerational programs, senior centers, and digital literacy initiatives; (6) Housing and urban planning, including accessible housing, age-friendly cities, and transportation options; (7) Financial security, including pension reforms, financial literacy, and elder abuse prevention; (8) Caregiver support, including respite care, training programs, and financial incentives. Provide a phased implementation plan and a funding strategy.;good;AI";good;AI
"Act as a senior cyber-physical systems security expert. Your task is to design a comprehensive plan to secure a smart city's critical infrastructure from cyber threats. The plan should include: (1) Threat modeling, including identification of critical assets (e.g., power grids, water systems, transportation), attack vectors, and adversary profiles; (2) Risk assessment, including vulnerability scanning, penetration testing, and impact analysis; (3) Network security, including segmentation, firewalls, intrusion detection/prevention systems (IDS/IPS), and zero-trust architecture; (4) Device security, including secure boot, firmware updates, and IoT device authentication; (5) Data security, including encryption, access controls, and data integrity verification; (6) Incident response, including monitoring, detection, containment, and recovery protocols; (7) Public-private partnerships, including information sharing, joint exercises, and coordinated response; (8) Policy and governance, including regulations, standards, and compliance frameworks. Provide a timeline, budget estimate, and KPIs for success.;good;AI";good;AI
"Assume the role of a senior cultural heritage preservationist. Your task is to design a comprehensive plan to digitize and preserve a country's endangered cultural heritage sites and artifacts. The plan should include: (1) Inventory and assessment, including identification of priority sites, condition reports, and risk factors (e.g., climate change, conflict, neglect); (2) Digitization technologies, including 3D scanning, photogrammetry, virtual reality (VR), and augmented reality (AR); (3) Data management, including metadata standards, storage solutions, and long-term preservation strategies; (4) Access and engagement, including online platforms, virtual tours, and educational programs; (5) Community involvement, including local partnerships, oral history projects, and capacity building; (6) Policy and legal frameworks, including intellectual property rights, data sovereignty, and international collaborations; (7) Funding and sustainability, including grant applications, public-private partnerships, and revenue models; (8) Monitoring and evaluation, including impact assessment, user feedback, and adaptive management. Provide a phased implementation roadmap and a budget estimate.;good;AI";good;AI
"Take on the persona of a senior sports scientist and performance coach. Your task is to design a comprehensive training and recovery program for elite athletes preparing for the Olympic Games. The program should include: (1) Athlete assessment, including physiological testing, biomechanical analysis, and psychological profiling; (2) Periodized training plan, including macrocycles, mesocycles, and microcycles tailored to the athlete's sport and event; (3) Strength and conditioning, including sport-specific exercises, injury prevention protocols, and load management; (4) Nutrition and hydration, including meal plans, supplementation, and weight management strategies; (5) Recovery strategies, including sleep optimization, cryotherapy, massage, and active recovery; (6) Mental performance, including visualization, mindfulness, goal setting, and stress management; (7) Technology integration, including wearable devices, performance analytics, and virtual reality training; (8) Competition preparation, including tapering, travel logistics, and pre-competition routines. Provide a sample training schedule and a monitoring framework for tracking progress.;good;AI";good;AI
"Act as a senior humanitarian aid coordinator. Your task is to design a comprehensive emergency response plan for a large-scale refugee crisis. The plan should include: (1) Needs assessment, including rapid surveys, demographic data, and sector-specific gaps (e.g., shelter, food, healthcare); (2) Coordination mechanisms, including cluster system activation, inter-agency collaboration, and government engagement; (3) Shelter and non-food items (NFIs), including distribution strategies, site planning, and winterization measures; (4) Food security and nutrition, including food distribution, therapeutic feeding programs, and market-based interventions; (5) Water, sanitation, and hygiene (WASH), including water trucking, latrine construction, and hygiene promotion; (6) Health services, including primary healthcare, vaccination campaigns, and mental health support; (7) Protection and gender-based violence (GBV) prevention, including child protection, legal aid, and safe spaces; (8) Education and livelihoods, including temporary learning spaces, vocational training, and cash-based interventions. Provide a budget estimate, a resource mobilization strategy, and a monitoring framework.;good;AI";good;AI
"Assume the role of a senior AI product manager specializing in healthcare. Your task is to design a comprehensive plan for developing an AI-powered diagnostic tool for a specific medical condition (e.g., diabetic retinopathy, breast cancer). The plan should include: (1) Problem definition, including clinical need, current diagnostic challenges, and target user personas (e.g., radiologists, primary care physicians); (2) Data collection and curation, including partnerships with hospitals, data anonymization, and regulatory compliance (e.g., HIPAA, GDPR); (3) Model development, including algorithm selection, training, validation, and bias mitigation; (4) Clinical validation, including retrospective and prospective studies, sensitivity/specificity analysis, and regulatory submissions (e.g., FDA 510(k)); (5) Integration with clinical workflows, including EHR compatibility, user interface design, and decision support features; (6) Deployment and scaling, including cloud vs. on-premise considerations, pilot programs, and go-to-market strategies; (7) Post-market surveillance, including performance monitoring, adverse event reporting, and continuous improvement; (8) Ethical and legal considerations, including informed consent, liability, and equitable access. Provide a timeline, budget estimate, and risk assessment.;good;AI";good;AI
"Take on the persona of a senior renewable energy project developer. Your task is to design a comprehensive plan for constructing a large-scale offshore wind farm. The plan should include: (1) Site selection, including wind resource assessment, environmental impact studies, and grid connection feasibility; (2) Technology selection, including turbine models, foundation types (e.g., monopile, floating), and electrical infrastructure; (3) Permitting and regulatory approvals, including environmental impact assessments (EIAs), stakeholder consultations, and grid interconnection agreements; (4) Supply chain and logistics, including manufacturing, transportation, and installation strategies; (5) Construction and commissioning, including project management, health and safety protocols, and quality control; (6) Operations and maintenance (O&M), including monitoring systems, predictive maintenance, and workforce training; (7) Financing and economics, including capital expenditure (CapEx), operational expenditure (OpEx), and revenue projections (e.g., power purchase agreements); (8) Decommissioning and end-of-life planning, including recycling, repowering, and site restoration. Provide a timeline, budget estimate, and risk management plan.;good;AI";good;AI
"Act as a senior public policy analyst. Your task is to design a comprehensive plan to reform a country's criminal justice system to reduce recidivism and improve rehabilitation. The plan should include: (1) Current system assessment, including incarceration rates, recidivism data, and cost analysis; (2) Sentencing reforms, including alternatives to incarceration (e.g., community service, drug courts), mandatory minimum reviews, and restorative justice programs; (3) Prison reforms, including education and vocational training, mental health services, and humane living conditions; (4) Reentry programs, including housing assistance, job placement, and social support networks; (5) Community supervision, including probation and parole reforms, electronic monitoring, and risk assessment tools; (6) Victim support, including restitution programs, counseling services, and victim-offender mediation; (7) Data and technology, including recidivism tracking, predictive analytics, and digital literacy programs; (8) Policy and legislative changes, including funding reallocation, stakeholder engagement, and public awareness campaigns. Provide a phased implementation roadmap and a cost-benefit analysis.;good;AI";good;AI
"Assume the role of a senior AI researcher specializing in robotics. Your task is to design a comprehensive plan for developing an autonomous robotic system for disaster response (e.g., search and rescue in collapsed buildings). The plan should include: (1) Problem analysis, including disaster scenarios, operational requirements, and user needs (e.g., first responders); (2) System architecture, including hardware (e.g., sensors, actuators, power supply) and software (e.g., perception, planning, control); (3) Perception and sensing, including computer vision, LiDAR, thermal imaging, and audio processing; (4) Navigation and mobility, including path planning, obstacle avoidance, and terrain adaptation; (5) Human-robot interaction, including natural language processing, gesture recognition, and teleoperation interfaces; (6) AI and machine learning, including reinforcement learning for adaptive behavior, federated learning for distributed training, and edge computing; (7) Testing and validation, including simulation environments, field tests, and user studies; (8) Deployment and scaling, including manufacturing, maintenance, and integration with emergency response protocols. Provide a timeline, budget estimate, and risk assessment.;good;AI";good;AI
"Take on the persona of a senior social entrepreneur. Your task is to design a comprehensive business plan for a social enterprise addressing food waste in urban areas. The plan should include: (1) Problem analysis, including sources of food waste, environmental impact, and social inequities; (2) Business model, including value proposition, revenue streams (e.g., surplus food redistribution, upcycled products, composting services), and cost structure; (3) Technology and operations, including inventory management systems, logistics, and food safety protocols; (4) Partnerships, including collaborations with grocery stores, restaurants, farms, and food banks; (5) Impact measurement, including metrics for food waste reduction, carbon footprint, and social outcomes (e.g., meals provided to low-income communities); (6) Marketing and outreach, including consumer education, corporate partnerships, and policy advocacy; (7) Scaling strategies, including franchising, technology licensing, and geographic expansion; (8) Funding and sustainability, including grant applications, impact investing, and earned revenue. Provide a financial projection and a pitch deck template.;good;AI";good;AI
"Act as a senior climate adaptation specialist. Your task is to design a comprehensive plan to help a coastal city adapt to rising sea levels and increased storm surges. The plan should include: (1) Risk assessment, including flood modeling, vulnerability mapping, and critical infrastructure analysis; (2) Hard infrastructure solutions, including seawalls, levees, storm surge barriers, and elevated buildings; (3) Nature-based solutions, including wetland restoration, mangrove reforestation, and dune stabilization; (4) Urban planning and zoning, including flood-resistant building codes, setback requirements, and land use restrictions; (5) Emergency preparedness, including early warning systems, evacuation routes, and emergency shelters; (6) Community engagement, including public awareness campaigns, participatory planning, and capacity building; (7) Economic resilience, including flood insurance programs, business continuity planning, and diversification of local economies; (8) Policy and governance, including inter-agency coordination, funding mechanisms, and international cooperation. Provide a phased implementation roadmap and a cost-benefit analysis.;good;AI";good;AI
"Assume the role of a senior AI ethics philosopher. Your task is to design a comprehensive framework for aligning advanced AI systems with human values. The framework should include: (1) Value identification, including methods for eliciting and representing human values (e.g., surveys, participatory design, ethical theories); (2) Value learning, including techniques for training AI systems to infer and prioritize human values (e.g., inverse reinforcement learning, preference learning); (3) Value alignment, including mechanisms for ensuring AI behavior remains aligned with human values as systems become more autonomous (e.g., corrigibility, interruptibility); (4) Transparency and explainability, including methods for making AI decision-making processes interpretable and auditable; (5) Robustness and safety, including techniques for preventing unintended consequences, adversarial attacks, and value drift; (6) Governance and oversight, including institutional structures for monitoring, evaluating, and regulating AI systems; (7) Public engagement, including participatory design, deliberative democracy, and global consensus-building; (8) Long-term considerations, including scenarios for superintelligent AI, existential risk mitigation, and post-human ethics. Provide a research agenda and a policy proposal template.;good;AI";good;AI
"Take on the persona of a senior space policy expert. Your task is to design a comprehensive international framework for governing the exploration and utilization of space resources (e.g., asteroid mining, lunar water extraction). The framework should include: (1) Legal and regulatory analysis, including the Outer Space Treaty, national space laws, and gaps in current governance; (2) Resource identification and classification, including definitions of space resources, ownership rights, and environmental protections; (3) Licensing and permitting, including application processes, safety standards, and compliance monitoring; (4) Environmental stewardship, including planetary protection protocols, waste management, and sustainable extraction practices; (5) Economic and commercial frameworks, including revenue-sharing models, taxation, and incentives for private investment; (6) Dispute resolution, including arbitration mechanisms, liability regimes, and conflict prevention; (7) International cooperation, including technology transfer, capacity building, and equitable access; (8) Long-term governance, including institutional structures (e.g., a Space Resources Authority), adaptive regulations, and future-proofing. Provide a treaty draft and a roadmap for adoption.;good;AI";good;AI
