prompt;label;source
Can you explain the theory of relativity simply?;good;AI
Can you list some famous scientists and their contributions?;good;AI
Can you explain the concept of time zones?;good;AI
Can you describe how a camera works?;good;AI
Can you explain how a microwave oven works?;good;AI
What are some common idioms in English?;good;AI
How do I choose a good movie to watch?;good;AI
Can you explain how a refrigerator works?;good;AI
Can you list some common herbs and their uses?;good;AI
Can you explain how a telephone works?;good;AI
What are some common superstitions?;good;AI
What are some popular museums around the world?;good;AI
What are some famous quotes from historical figures?;good;AI
How do I start learning to draw?;good;AI
What are some famous inventions and their inventors?;good;AI
What are some fun activities to do with friends?;good;AI
Can you explain how cameras work?;good;AI
Can you explain how solar panels generate electricity?;good;AI
What is the process of recycling plastic?;good;AI
What are the best practices for cybersecurity?;good;AI
How do I reduce stress in my daily life?;good;AI
How do I make a simple compost bin?;good;AI
What are the most important historical events of the 20th century?;good;AI
How do I make a basic quilt?;good;AI
What are the different types of coffee drinks?;good;AI
How do I make homemade candles?;good;AI
What are some popular myths from different cultures?;good;AI
How do I improve my drawing skills?;good;AI
How do I make a basic knitted scarf?;good;AI
What are the major constellations in the night sky?;good;AI
What are some popular fairy tales and their origins?;good;AI
How do I create a budget and stick to it?;good;AI
What are some good movies to watch this weekend?;good;AI
How do I clean my house quickly?;good;AI
What are some popular travel destinations?;good;AI
What are the signs of dehydration?;good;AI
What are the best exercises for seniors?;good;AI
What are the top museums to visit in the world?;good;AI
What are the benefits of walking daily?;good;AI
What are the best ways to relax after work?;good;AI
How do I make a cup of coffee properly?;good;AI
What are the best ways to stay productive?;good;AI
What are some tips for better listening skills?;good;AI
What are some fun activities for friends?;good;AI
How do I improve my problem-solving skills?;good;AI
What are the best ways to stay organized?;good;AI
How do I start a mindfulness practice?;good;AI
How do I make a simple breakfast burrito?;good;AI
What are some fun activities for solo travelers?;good;AI
How do I make a simple resume?;good;AI
How can I learn basic coding skills?;good;AI
What is the life cycle of a butterfly?;good;AI
How can I start learning to play the guitar?;good;AI
How can I teach my child good manners?;good;AI
How can I make my workspace more ergonomic?;good;AI
How can I start a fitness routine?;good;AI
How do I plan a birthday party for a child?;good;AI
What are some common allergies and their symptoms?;good;AI
How can I reduce waste at home?;good;AI
How does a GPS system work?;good;AI
How can I start a book club?;good;AI
How can I improve my photography skills?;good;AI
How can I teach my child about money management?;good;AI
How can I start a journaling habit?;good;AI
How can I make my home more secure?;good;AI
What are some tips for growing tomatoes?;good;AI
Can you explain how a car engine works?;good;AI
How can I start a meditation practice?;good;AI
Can you suggest some fun science experiments for kids?;good;AI
What are the main causes of deforestation?;good;AI
How can I improve my listening skills?;good;AI
How does a wind turbine generate electricity?;good;AI
What are some popular movies this year?;good;AI
What are the main principles of economics?;good;AI
How does a computer's CPU work?;good;AI
How does the internet function?;good;AI
How does the human brain work?;good;AI
How does the digestive system work?;good;AI
What is the significance of the Renaissance period?;good;AI
How does the heart function?;good;AI
How does recycling work?;good;AI
What are the main causes of the American Revolution?;good;AI
How does the respiratory system work?;good;AI
What are some effective negotiation techniques?;good;AI
Can you explain the concept of opportunity cost?;good;AI
Can you suggest some good self-help books?;good;AI
How does the liver function?;good;AI
What are the steps to planning a successful party?;good;AI
What are some effective ways to reduce stress?;good;AI
Can you recommend some good podcasts to listen to?;good;AI
How does the judicial system work?;good;AI
What are the different types of tea?;good;AI
Can you suggest some easy yoga poses for beginners?;good;AI
What are some common houseplants and their care?;good;AI
How do I make a simple vegetable stir-fry?;good;AI
What are some tips for effective note-taking?;good;AI
What are the stages of the water cycle?;good;AI
What are the benefits of regular meditation?;good;AI
What are some common types of birds and their habitats?;good;AI
How do I make a simple dessert (e.g., chocolate mousse)?;good;AI
What are some tips for effective teamwork?;good;AI
How do I make a basic marinade for meat?;good;AI
What are some popular types of cheese?;good;AI
What are some common types of trees and their uses?;good;AI
How do I organize my workspace for productivity?;good;AI
What are some popular types of coffee drinks?;good;AI
What is the importance of time management?;good;AI
What are some common types of fish and their habitats?;good;AI
How do I plant and care for a garden?;good;AI
How can I organize my closet efficiently?;good;AI
How can I improve my sleep quality?;good;AI
How can I teach my child to read?;good;AI
How do I make a travel itinerary?;good;AI
What are some strategies for effective communication?;good;AI
What are the causes and treatments for acne?;good;AI
How can I stay motivated to exercise?;good;AI
What are the steps to create a business plan?;good;AI
How do I choose the right pet for my family?;good;AI
How can I make my resume stand out?;good;AI
What are some tips for healthy eating on a budget?;good;AI
How can I stay productive while working from home?;good;AI
What are some fun DIY projects for beginners?;good;AI
What are the best ways to invest money?;good;AI
What are some popular tourist destinations?;good;AI
What are the best movies of all time?;good;AI
Explain the theory of relativity.;good;AI
Tell me about the human body.;good;AI
Tell me about the history of jazz.;good;AI
How do I cook pasta?;good;AI
What are some famous paintings?;good;AI
Tell me about the Industrial Revolution.;good;AI
Tell me about the Renaissance period.;good;AI
How do I cook rice?;good;AI
What are some popular video games?;good;AI
Tell me about the history of rock music.;good;AI
Tell me about the Egyptian pyramids.;good;AI
What are the benefits of sleep?;good;AI
How do I plan a party?;good;AI
Tell me about the history of hip-hop.;good;AI
What are some famous poems?;good;AI
Tell me about the Middle Ages.;good;AI
How do I cook chicken?;good;AI
Tell me about the history of blues music.;good;AI
What are some common fish species?;good;AI
Tell me about the Roman Empire.;good;AI
What are some popular YouTube channels?;good;AI
Tell me about the history of country music.;good;AI
What are the basic rules of rugby?;good;AI
Explain how a washing machine works.;good;AI
How do I make oatmeal?;good;AI
What are some famous plays?;good;AI
Tell me about the Victorian era.;good;AI
What are the benefits of gratitude?;good;AI
What are the best places to visit in Paris?;good;AI
Can you help me plan a road trip?;good;AI
How do I remove a stain from my clothes?;good;AI
Can you help me find a good restaurant nearby?;good;AI
Can you help me find a good workout routine?;good;AI
Can you suggest some fun date night ideas?;good;AI
Can you help me find a good book club?;good;AI
What are some common symptoms of anxiety?;good;AI
Explain the concept of dark matter.;good;AI
What are some common grammar mistakes to avoid?;good;AI
Explain the concept of the Big Bang theory.;good;AI
What is the weather forecast for tomorrow in New York?;good;AI
How do I learn a new language effectively?;good;AI
What are the steps to create a website?;good;AI
How do I make a budget travel plan?;good;AI
Can you suggest some eco-friendly lifestyle changes?;good;AI
How do I make a good cup of tea?;good;AI
Can you explain the concept of virtual reality?;good;AI
How do I create a DIY home decor project?;good;AI
How do I set up an email account?;good;AI
How do I reduce my carbon footprint?;good;AI
What are some good books for self-improvement?;good;AI
How do I improve my communication skills?;good;AI
What are the basic rules of poker?;good;AI
What are the most beautiful places to visit in the world?;good;AI
How do I reduce plastic waste?;good;AI
How does the stock exchange function?;good;AI
What are some good documentaries to watch?;good;AI
What is the best way to travel from New York to Los Angeles?;good;AI
What are some popular recipes for Thanksgiving?;good;AI
What are the top universities in the United States?;good;AI
How do I clean my computer's hard drive?;good;AI
What are the top tourist destinations in Japan?;good;AI
What are the main types of renewable energy?;good;AI
Can you recommend some classic films?;good;AI
What are some effective study techniques for exams?;good;AI
What are some popular holiday destinations in Asia?;good;AI
What are the main branches of philosophy?;good;AI
What are the main causes of global warming?;good;AI
How do I compost at home?;good;AI
What are the health benefits of tea?;good;AI
What is the structure of DNA?;good;AI
What are the main principles of design?;good;AI
How do I create a good presentation?;good;AI
What is the lifecycle of a frog?;good;AI
How do I take care of a pet hamster?;good;AI
How can I learn a new language quickly?;good;AI
How can I improve my credit score?;good;AI
How do I train a puppy?;good;AI
How can I start a small business?;good;AI
How can I save money on groceries?;good;AI
How do I set up a fish tank?;good;AI
How can I start a garden indoors?;good;AI
What are some strategies for effective learning?;good;AI
How can I learn basic first aid?;good;AI
How do I bake a chocolate cake from scratch?;good;AI
How does photosynthesis benefit the environment?;good;AI
Explain how solar panels generate electricity.;good;AI
Explain the process of digestion in humans.;good;AI
Can you suggest a good board game to play with friends?;good;AI
Can you suggest a good book for learning Python?;good;AI
What are the key principles of democracy?;good;AI
Can you suggest a good online course for learning photography?;good;AI
Can you recommend a good hiking trail in California?;good;AI
What are the most important events in ancient history?;good;AI
Can you suggest a good app for learning a new language?;good;AI
Can you recommend a good place to visit in Japan?;good;AI
How does the concept of supply chain management work?;good;AI
How can I improve my sleep habits?;good;AI
Explain the process of voting in an election.;good;AI
How can I organize my workspace for better productivity?;good;AI
What are some famous works of Shakespeare?;good;AI
How can I learn to play the guitar?;good;AI
How can I stay motivated to achieve my goals?;good;AI
How do I make a simple omelette?;good;AI
What are some common household pests and how to deal with them?;good;AI
Explain the process of making yogurt.;good;AI
How can I start a morning routine?;good;AI
What are the different types of coffee?;good;AI
Explain the process of making beer.;good;AI
Explain the concept of virtual reality.;good;AI
How do I back up my smartphone data?;good;AI
What are the phases of the moon?;good;AI
How do I make a basic quiche?;good;AI
How do I prepare for a presentation?;good;AI
How do I troubleshoot a printer issue?;good;AI
What is the impact of social media on society?;good;AI
Can you suggest some indoor activities for rainy days?;good;AI
What are some tips for improving my memory?;good;AI
Can you suggest some educational websites for kids?;good;AI
How do I bake cookies?;good;AI
What are some fun facts about animals?;good;AI
What are some popular dishes from Indian cuisine?;good;AI
Can you suggest some relaxation techniques?;good;AI
What are the benefits of eating vegetables?;good;AI
What are the steps to write an essay?;good;AI
What are some popular tourist destinations in Australia?;good;AI
What are some popular recipes for dinner?;good;AI
What are the best ways to learn math?;good;AI
Explain the process of DNA replication.;good;AI
What are the best ways to learn history?;good;AI
Explain the process of how computers work.;good;AI
What are some fun activities for families?;good;AI
What are the key principles of economics?;good;AI
What are some ways to reduce energy consumption?;good;AI
What are the best ways to learn science?;good;AI
What are the best places to visit in Italy?;good;AI
What are the top tourist attractions in Japan?;good;AI
What are the most common types of clouds?;good;AI
What are some easy indoor plants to care for?;good;AI
What are some fun DIY projects for the home?;good;AI
How does recycling help the environment?;good;AI
What are some fun board games to play with family?;good;AI
How does the process of voting work?;good;AI
How does the process of photosynthesis benefit the environment?;good;AI
What are the best plants for a beginner gardener?;good;AI
How does a camera take a photo?;good;AI
Explain the basics of photography.;good;AI
How does a microwave oven heat food?;good;AI
Explain the process of making ice cream.;good;AI
What are some easy ways to be more eco-friendly?;good;AI
Explain the basics of painting.;good;AI
What are some popular sports to watch?;good;AI
Explain the basics of knitting.;good;AI
How does a thermostat regulate temperature?;good;AI
What are some fun games to play with friends?;good;AI
Explain the concept of seasons.;good;AI
What are some easy ways to improve my diet?;good;AI
Explain the basics of playing the guitar.;good;AI
How does a dishwasher clean dishes?;good;AI
Explain the concept of day and night.;good;AI
How does a fan cool the air?;good;AI
What are the benefits of socializing?;good;AI
How do I start an evening routine?;good;AI
What are some easy ways to save energy at home?;good;AI
How does a printer work?;good;AI
Explain the basics of playing the piano.;good;AI
How does a toaster work?;good;AI
Explain the concept of weather.;good;AI
Can you help me understand basic Python programming?;good;AI
How do I start a small vegetable garden?;good;AI
What are some good strategies for stress relief?;good;AI
What are some popular tourist spots in Japan?;good;AI
What are some interesting facts about space?;good;AI
Can you recommend some good music playlists?;good;AI
How do I make a simple sandwich?;good;AI
Can you recommend some good TV shows to binge-watch?;good;AI
What are the key principles of healthy eating?;good;AI
Can you suggest some team-building activities for work?;good;AI
How does the process of making wine work?;good;AI
What are the most important events in world history?;good;AI
How does the process of making beer work?;good;AI
Can you explain the basics of quantum physics?;good;AI
How do I create a personal budget?;good;AI
What are some ways to improve my creativity?;good;AI
How do I start learning to cook?;good;AI
How does the process of making paper work?;good;AI
Can you explain the concept of mindfulness?;good;AI
What are the most important scientific discoveries?;good;AI
How can I improve my decision-making skills?;good;AI
What are some popular genres of music?;good;AI
What are the major holidays celebrated around the world?;good;AI
How do I make a simple sandwich wrap?;good;AI
How do I edit photos using software?;good;AI
What is the history of the pyramids?;good;AI
How do I back up my phone data?;good;AI
What are some tips for learning to drive?;good;AI
How do I make a quiche?;good;AI
What are some effective ways to reduce waste?;good;AI
How do I make cookies?;good;AI
What are the steps to crochet a blanket?;good;AI
What are the benefits of a positive mindset?;good;AI
How do I start composting?;good;AI
How do I choose a good pair of shoes?;good;AI
What are some tips for effective listening?;good;AI
What are the benefits of teamwork?;good;AI
What are some popular holiday traditions?;good;AI
How do I start a daily writing habit?;good;AI
What are some famous quotes and their meanings?;good;AI
What are the benefits of setting goals?;good;AI
What are some popular types of art?;good;AI
How do I make a basic guacamole?;good;AI
